POSTCODE,Number of meters,Consumption (kWh),Mean consumption (kWh),Median consumption (kWh)
NW1 4NR,5,160494.55984,32098.911968,38363.006924
NW1 4PP,7,113749.75272,16249.964674,12446.092977
NW1 4RD,9,4654.7972305,517.19969227,363.99604352
NW1 4RH,9,148903.06627,16544.785141,15942.631058
NW1 4RJ,18,443728.98121,24651.610067,17916.913947
NW1 4RP,18,795876.36004,44215.353336,48340.257171
NW1 4RY,9,199818.9911,22202.110122,23982.195846
NW1 4SJ,26,412927.79426,15881.838241,13615.232443
NW1 5AN,13,183330.36597,14102.335844,17804.154303
NW1 5AX,5,111926.80514,22385.361029,13948.565776
NW1 5AY,6,100921.85955,16820.309924,7949.0603363
NW1 5BA,5,115855.58853,23171.117705,24342.23541
NW1 5BB,6,116821.95846,19470.326409,20179.525223
NW1 5BD,6,132720.07913,22120.013188,24001.978239
NW1 5BJ,13,283960.43521,21843.110401,17557.863501
NW1 5BN,11,202784.37191,18434.942901,17898.120673
NW1 5DB,13,119902.07715,9223.2367039,7583.5806133
NW1 5DE,23,149652.81899,6506.644304,6142.4332344
NW1 5DP,19,263130.5638,13848.977042,9940.652819
NW1 5DR,29,170024.72799,5862.9216549,5738.8724036
NW1 5EA,7,110586.54797,15798.078282,16990.108803
NW1 5EB,6,180691.39466,30115.232443,21959.446093
NW1 5ED,5,72297.725025,14459.545005,13447.082097
NW1 5EE,10,131658.75371,13165.875371,12713.649852
NW1 5EF,11,106365.97428,9669.6340257,11052.423343
NW1 5EG,12,114591.49357,9549.2911309,6872.4035608
NW1 5EN,7,114415.43027,16345.061467,12748.7636
NW1 5ER,11,196737.88328,17885.262117,14267.062315
NW1 5ES,12,240739.86152,20061.655127,18922.354105
NW1 5EW,7,78993.076162,11284.725166,14119.683482
NW1 5LL,22,352958.45697,16043.566226,14354.104847
NW1 5NP,49,466153.31355,9513.3329296,8995.0544016
NW1 5NR,71,473823.9367,6673.5765732,6106.8249258
NW1 5NT,27,222327.39862,8234.3480969,8093.9663699
NW1 5NU,6,60883.283877,10147.21398,9446.0929773
NW1 5NX,5,100233.43225,20046.686449,13059.347181
NW1 5NY,75,629878.33828,8398.3778437,8168.1503462
NW1 6AH,16,116871.41444,7304.4634026,6755.1928783
NW1 6AL,20,296100.89021,14805.04451,15696.340257
NW1 6AN,19,149355.09397,7860.7944193,6799.2087043
NW1 6AP,21,171847.67557,8183.2226461,6853.6102868
NW1 6AU,10,95556.874382,9555.6874382,8220.5736894
NW1 6AY,20,231857.56677,11592.878338,11813.05638
NW1 6BA,20,224382.78932,11219.139466,11042.532146
NW1 6BU,15,265458.95153,17697.263436,9345.2027695
NW1 6BY,9,78850.642928,8761.1825475,6588.5262117
NW1 6DB,24,332658.75371,13860.781405,12430.761622
NW1 6DS,12,80694.362018,6724.5301682,6322.9475767
NW1 6DX,27,449823.9367,16660.145804,8973.2937685
NW1 6EJ,66,371530.16815,5629.244972,4128.5855589
NW1 6EP,22,209796.24135,9536.1927884,9364.9851632
NW1 6ER,21,281457.96241,13402.760115,12235.410485
NW1 6ES,17,272237.38872,16013.964043,14389.713155
NW1 6EU,6,96396.636993,16066.106166,14427.794263
NW1 6EW,52,452572.7003,8703.3211596,7085.0642928
NW1 6EX,20,213076.16222,10653.808111,10814.540059
NW1 6EY,12,110332.34421,9194.3620178,9373.3926805
NW1 6HA,17,97452.027695,5732.4722174,5020.7715134
NW1 6HD,31,215262.11672,6943.9392489,6431.256182
NW1 6HE,23,235011.86944,10217.907367,7783.3827893
NW1 6HG,5,35205.736894,7041.1473788,5797.2304649
NW1 6HH,21,262518.29871,12500.871367,9754.6983185
NW1 6HL,9,131888.22948,14654.24772,15141.444115
NW1 6HS,7,115405.53907,16486.505581,7938.6745796
NW1 6HT,10,186284.86647,18628.486647,13988.130564
NW1 6HU,12,197116.71612,16426.39301,16983.184965
NW1 6JX,39,239463.89713,6140.0999265,4979.2284866
NW1 6LE,32,422852.62117,13214.144411,9584.5697329
NW1 6ND,67,802798.21958,11982.062979,9260.1384768
NW1 6NE,49,422964.39169,8631.926361,7357.0722057
NW1 6NG,13,112282.88823,8637.1452484,7283.8773492
NW1 6NN,7,61579.624135,8797.0891621,9785.3610287
NW1 6QG,13,174665.67755,13435.82135,12021.760633
NW1 6QJ,19,158120.6726,8322.1406632,7109.7922849
NW1 6QN,18,206054.40158,11447.466755,11325.420376
NW1 6QP,21,314006.92384,14952.710659,11612.265084
NW1 6QR,21,244334.32245,11634.967736,11008.902077
NW1 6QS,21,199184.96538,9484.9983515,8391.6913947
NW1 6RG,46,326258.16024,7092.5687008,6602.3738872
NW1 6RH,30,179888.22948,5996.2743159,4930.2670623
NW1 6RL,6,48658.753709,8109.7922849,8000.9891197
NW1 6RN,16,72306.627102,4519.1641939,4326.9040554
NW1 6RP,31,179640.94955,5794.8693405,5618.1998022
NW1 6RQ,68,442181.99802,6502.6764415,5986.1523244
NW1 6RU,7,88225.519288,12603.645613,12034.619189
NW1 6SL,24,188860.53412,7869.1889219,5829.3768546
NW1 6SP,20,232834.81701,11641.740851,11766.073195
NW1 6SX,19,148416.41939,7811.390494,5318.4965381
NW1 6SY,45,518378.83284,11519.529619,10979.228487
NW1 6TB,10,72311.5727,7231.15727,5931.256182
NW1 6TE,10,122945.59842,12294.559842,12136.003956
NW1 6TL,23,158549.95054,6893.4761106,7090.9990109
NW1 6UE,42,422636.00396,10062.761999,9628.5855589
NW1 6UG,38,279097.92285,7344.6821802,6175.074184
NW1 6UN,29,226463.89713,7809.0999011,6319.4856578
NW1 6UT,6,24858.555885,4143.0926475,3235.9050445
NW6 5DB,34,248868.44708,7319.6602083,6479.2284866
NW6 5EE,24,260737.88328,10864.07847,9870.4253215
NW6 5EF,14,211760.63304,15125.759503,15206.231454
NW6 5EG,16,135869.4362,8491.8397626,7571.2166172
NW6 5EH,21,275415.43027,13115.020489,12235.410485
NW6 5EL,42,438242.33432,10434.341293,9416.9139466
NW6 5EN,33,370161.22651,11217.006864,11139.465875
NW6 5EP,25,307449.06034,12297.962413,11662.710188
NW6 5ER,18,183264.09496,10181.338609,10065.281899
NW6 5ES,9,74399.604352,8266.6227058,6752.7200791
NW6 5ET,8,88843.71909,11105.464886,8735.9050445
NW6 5EX,26,354695.35114,13642.12889,13776.953511
NW6 5EY,15,160456.97329,10697.131553,10492.581602
NW6 5JG,13,132242.33432,10172.487256,8994.0652819
NW6 5JH,18,240638.97132,13368.83174,9342.2354105
NW6 5JN,5,111761.62216,22352.324431,18188.92186
NW6 5JR,15,93923.837784,6261.5891856,4709.1988131
NW6 5JS,11,6825.9149357,620.53772143,288.82294758
NW6 5JT,10,3316.5182987,331.65182987,303.65974283
NW6 5JU,14,164630.06924,11759.29066,8816.0237389
NW6 5LA,49,587269.04055,11985.08246,11474.777448
NW6 5LB,31,295318.49654,9526.4031141,9587.537092
NW6 5LD,61,540181.0089,8855.4263754,7178.041543
NW6 5LE,7,75509.396637,10787.056662,11024.727992
NW6 5LG,77,707366.9634,9186.5839403,8622.1562809
NW6 5SD,6,91697.329377,15282.888229,13440.652819
NW6 5SG,51,463546.98318,9089.156533,8318.4965381
NW6 5UY,17,238643.91691,14037.877466,13189.910979
NW6 5UZ,17,235572.7003,13857.217665,13566.765579
NW8 0AA,7,81605.341246,11657.905892,9906.0336301
NW8 0AB,9,154772.50247,17196.944719,17340.257171
NW8 0AD,16,184884.273,11555.267062,8930.7616222
NW8 0AR,22,160097.92285,7277.1783113,5309.5944609
NW8 0AU,24,334327.39862,13930.308276,12735.905045
NW8 0EF,5,210511.37488,42102.274975,43962.413452
NW8 0EH,28,342523.24431,12232.973011,7577.6458952
NW8 0EJ,16,501644.90603,31352.806627,34220.07913
NW8 0EL,6,257714.14441,42952.357402,46895.647873
NW8 0EN,31,606384.76756,19560.798953,10761.622156
NW8 0ER,14,338381.8002,24170.128586,22717.60633
NW8 0ES,15,426417.40851,28427.827234,21115.727003
NW8 0ET,16,438933.72898,27433.358061,15345.697329
NW8 0JA,22,166177.05242,7553.5023829,6386.7457962
NW8 0JB,34,338373.88724,9952.1731541,9735.4104847
NW8 0JD,42,354218.59545,8433.7760821,8157.7645895
NW8 0JE,13,423632.04748,32587.080575,32081.107814
NW8 0JR,6,154990.1088,25831.684801,18247.774481
NW8 0JS,9,473087.04253,52565.226948,48563.79822
NW8 0JY,27,565495.54896,20944.279591,12332.344214
NW8 0LL,11,200175.07418,18197.734017,8982.1958457
NW8 0LN,5,111398.61523,22279.723046,22626.11276
NW8 0LT,5,247524.23343,49504.846686,48475.766568
NW8 0LU,14,538011.86944,38429.419245,39577.151335
NW8 0LX,12,431890.20772,35990.850643,39862.512364
NW8 0NA,11,342455.98417,31132.362198,30991.097923
NW8 0NG,30,666191.88922,22206.396307,16956.478734
NW8 0NJ,16,203126.60732,12695.412957,12466.369931
NW8 0NN,18,529156.28091,29397.571162,29732.443126
NW8 0PA,5,136387.73492,27277.546983,19264.094955
NW8 0PE,9,126865.47972,14096.164414,11441.147379
NW8 0PG,12,303028.68447,25252.390373,21529.673591
NW8 0PJ,6,75057.368942,12509.56149,13774.975272
NW8 0PS,11,358541.04847,32594.64077,25531.15727
NW8 0PT,23,387997.03264,16869.436202,13910.979228
NW8 0PX,29,374254.20376,12905.317371,13169.139466
NW8 0QE,25,884997.03264,35399.881306,32227.497527
NW8 0QG,27,1161293.7685,43010.880317,40003.956479
NW8 0QH,6,161928.78338,26988.130564,29475.272008
NW8 0QJ,29,1186711.1771,40921.075071,41760.633037
NW8 0QN,18,758292.77943,42127.376635,42192.878338
NW8 0QU,14,187109.79228,13364.985163,9616.7161227
NW8 0QX,16,177448.07122,11090.504451,8727.992087
NW8 0QY,50,429060.3363,8581.206726,7614.2433234
NW8 0RA,13,163540.05935,12580.004565,9443.1256182
NW8 0RB,42,499198.81306,11885.686025,9370.4253215
NW8 0RD,6,44649.851632,7441.6419387,6319.4856578
NW8 0RE,52,456795.25223,8784.5240813,8269.0405539
NW8 0RG,40,473334.32245,11833.358061,8648.3679525
NW8 6AB,8,300496.53808,37562.06726,38308.605341
NW8 6AG,5,149741.83976,29948.367953,31904.055391
NW8 6AH,15,410705.24233,27380.349489,23492.581602
NW8 6AP,10,354615.23244,35461.523244,39813.55094
NW8 6AS,7,330806.13254,47258.018935,52550.939664
NW8 6BJ,42,680170.12859,16194.526871,14602.373887
NW8 6BS,5,147467.85361,29493.570722,26920.870425
NW8 6DF,31,755923.83778,24384.639929,21222.551929
NW8 6DR,8,43596.439169,5449.5548961,704.25321464
NW8 6DY,26,206180.01978,7930.0007609,7277.4480712
NW8 6EH,10,124050.4451,12405.04451,12138.971316
NW8 6EL,23,687204.74777,29878.467295,29088.031652
NW8 6EN,11,438802.17606,39891.106915,45063.30366
NW8 6EP,6,134438.18002,22406.363337,15035.608309
NW8 6ER,22,214406.52819,9745.7512814,9883.2838773
NW8 6ES,15,211236.3996,14082.42664,11005.934718
NW8 6EZ,10,110340.25717,11034.025717,11932.245302
NW8 6HE,13,446382.78932,34337.13764,34874.3818
NW8 6HG,9,411810.08902,45756.676558,50017.804154
NW8 6HJ,6,197834.81701,32972.469502,34019.287834
NW8 6JJ,26,373582.59149,14368.561211,12809.594461
NW8 6JL,19,531413.45203,27969.129054,27818.001978
NW8 6JP,26,244123.63996,9389.3707677,8746.785361
NW8 6JR,20,165558.85262,8277.9426311,8211.1770524
NW8 6JS,6,58696.340257,9782.7233762,11513.353116
NW8 6JT,23,143481.70129,6238.3348385,6578.6350148
NW8 6JU,5,77007.912957,15401.582591,11897.131553
NW8 6JX,20,142505.44016,7125.2720079,7229.4757666
NW8 6JY,27,242229.47577,8971.4620654,7736.8941642
NW8 6LB,19,192316.5183,10121.922016,10095.944609
NW8 6LD,22,199460.92977,9066.4058988,9500.4945598
NW8 6LE,18,558813.05638,31045.169799,29364.490603
NW8 6LJ,15,320493.57072,21366.238048,19558.852621
NW8 6LN,40,339363.99604,8484.0999011,8528.189911
NW8 6LR,41,404905.04451,9875.7327929,8602.3738872
NW8 6LW,10,126525.22255,12652.522255,11747.279921
NW8 6NA,35,836745.79624,23907.02275,21555.885262
NW8 6NB,20,542964.39169,27148.219585,27951.533136
NW8 6PJ,19,408949.5549,21523.660784,13704.253215
NW8 6PN,27,302323.44214,11197.164524,9642.9277943
NW8 6PR,18,383276.95351,21293.164084,19590.999011
NW8 6PS,10,197964.39169,19796.439169,19333.827893
NW8 6PU,9,286028.68447,31780.964941,31636.003956
NW8 6PX,6,90081.107814,15013.517969,14279.426311
NW8 6QD,6,134199.80218,22366.633696,19153.313551
NW8 6QE,20,501855.58853,25092.779426,24583.580613
NW8 6QF,13,241345.20277,18565.015598,20258.160237
NW8 6QP,8,419284.86647,52410.608309,52706.231454
NW8 7AD,65,679836.79525,10459.027619,9551.9287834
NW8 7AE,6,75266.073195,12544.345532,12874.3818
NW8 7AG,8,135123.63996,16890.454995,16421.859545
NW8 7AJ,18,147641.93867,8202.3299264,6908.5064293
NW8 7AN,16,185060.3363,11566.271019,11079.624135
NW8 7AP,6,40522.255193,6753.7091988,6454.5004946
NW8 7AT,17,235377.84372,13845.755513,13432.245302
NW8 7AU,6,47182.987141,7863.8311902,7195.3511375
NW8 7BD,32,331753.7092,10367.303412,9715.628091
NW8 7BE,16,130641.93867,8165.1211672,7292.2848665
NW8 7BS,16,197583.58061,12348.973788,11957.962413
NW8 7BT,6,50353.115727,8392.1859545,6802.1760633
NW8 7BX,30,260955.48961,8698.5163205,8568.743818
NW8 7BY,17,136682.49258,8040.1466224,7604.3521266
NW8 7DD,5,60494.559842,12098.911968,11611.275964
NW8 7DL,14,203454.00593,14532.428995,14374.87636
NW8 7DN,39,444423.34322,11395.470339,10129.574679
NW8 7DP,30,306938.67458,10231.289153,7881.8001978
NW8 7DR,7,77180.019782,11025.717112,12805.143422
NW8 7DW,20,169059.34718,8452.9673591,6590.504451
NW8 7EA,5,52953.511375,10590.702275,10708.209693
NW8 7EL,10,44933.728981,4493.3728981,3380.8110781
NW8 7HG,30,276796.24135,9226.5413782,9018.793274
NW8 7HY,7,59374.87636,8482.1251943,465.87537092
NW8 7JB,22,345463.89713,15702.904415,14537.586548
NW8 7JD,63,1315155.2918,20875.480822,15599.406528
NW8 7JH,22,370119.68348,16823.621976,13993.076162
NW8 7JL,15,442260.13848,29484.009232,21690.405539
NW8 7JN,27,192334.32245,7123.4934242,4656.7754698
NW8 7LE,17,315240.35608,18543.550358,11257.171118
NW8 7LH,7,226146.38971,32306.627102,38938.67458
NW8 7LJ,15,258711.17705,17247.411803,16654.79723
NW8 7LR,14,196905.04451,14064.646036,15065.281899
NW8 7LT,14,263815.03462,18843.931044,14945.103858
NW8 7NE,7,176294.75767,25184.965381,13897.131553
NW8 7NG,29,278524.23343,9604.2839115,6870.4253215
NW8 7NH,16,128328.38773,8020.5242334,7316.0237389
NW8 7NJ,20,265915.92483,13295.796241,10158.259149
NW8 7NP,23,185491.59248,8064.8518471,7564.7873393
NW8 7NR,16,146195.8457,9137.2403561,10026.211672
NW8 7NS,19,236438.18002,12444.114738,11255.192878
NW8 7NT,27,186654.79723,6913.1406382,6827.8931751
NW8 7NU,23,293202.76954,12747.946502,13200.791296
NW8 7NY,16,135067.26014,8441.7037587,6982.6904055
NW8 7PA,5,131820.96934,26364.193867,27868.447082
NW8 7PD,7,45802.176063,6543.168009,6543.0267062
NW8 7PT,10,17434.223541,1743.4223541,294.75766568
NW8 7PU,9,9938.6745796,1104.2971755,489.61424332
NW8 7PX,46,853365.97428,18551.434224,19252.720079
NW8 7QA,5,110517.30959,22103.461919,14082.096934
NW8 7QL,12,4674.5796241,389.54830201,321.46389713
NW8 7QP,19,277000.98912,14578.999427,9363.0069238
NW8 7QQ,16,137778.43719,8611.1523244,10114.243323
NW8 7RB,19,323113.74876,17005.986777,17196.834817
NW8 7RU,5,120873.39268,24174.678536,25135.509397
NW8 7RY,14,39134.520277,2795.3228769,587.53709199
NW8 8AE,8,120580.61325,15072.576657,12084.075173
NW8 8AF,29,213502.4728,7362.1542345,6086.0534125
NW8 8AL,24,153174.08506,6382.2535443,5677.5469832
NW8 8AP,13,114227.49753,8786.730579,9129.5746785
NW8 8AR,36,236339.26805,6564.9796681,5823.9366963
NW8 8AX,29,239390.70227,8254.8518026,8472.7992087
NW8 8AY,24,174149.35707,7256.2232113,6831.8496538
NW8 8BD,9,114135.5094,12681.723266,10847.675569
NW8 8BE,19,17816.023739,937.68545994,484.66864491
NW8 8BG,12,42188.92186,3515.7434883,794.26310584
NW8 8BH,12,25117.705242,2093.1421035,679.52522255
NW8 8BJ,9,19228.486647,2136.4985163,690.40553907
NW8 8BN,13,92564.787339,7120.3682569,5597.4282888
NW8 8DD,31,187637.9822,6052.8381353,6033.6300692
NW8 8DG,22,235559.84174,10707.265534,10408.506429
NW8 8DH,18,177334.32245,9851.9068029,9986.6468843
NW8 8DL,12,20918.892186,1743.2410155,811.5727003
NW8 8DN,9,7194.8565776,799.42850863,680.51434224
NW8 8DP,17,20430.267062,1201.7804154,952.52225519
NW8 8DQ,7,50709.198813,7244.171259,7074.1839763
NW8 8EA,7,74762.611276,10680.373039,7387.7349159
NW8 8EB,10,147143.42235,14714.342235,12841.740851
NW8 8EE,7,68706.231454,9815.175922,6687.43818
NW8 8EH,6,46696.340257,7782.7233762,6782.3936696
NW8 8EP,46,448867.45796,9757.9882166,7386.2512364
NW8 8HE,12,154335.31157,12861.275964,12089.515331
NW8 8HG,12,174708.20969,14559.017474,15925.321464
NW8 8HH,18,248949.5549,13830.530828,12856.083086
NW8 8HJ,9,120773.49159,13419.276844,7993.0761622
NW8 8HR,11,6960.4352127,632.76683751,276.95351137
NW8 8HS,14,85467.85361,6104.8466864,4829.3768546
NW8 8HT,26,184052.42334,7078.9393594,6578.6350148
NW8 8HU,20,174574.67854,8728.7339268,7080.6132542
NW8 8HX,16,78495.548961,4905.9718101,3532.1463897
NW8 8JA,20,67815.034619,3390.751731,2993.0761622
NW8 8JB,16,182166.17211,11385.385757,9722.5519288
NW8 8JD,9,113877.34916,12653.038795,7818.0019782
NW8 8JE,8,92683.481701,11585.435213,8989.1196835
NW8 8JG,13,211306.6271,16254.355931,13639.960435
NW8 8JH,9,63839.762611,7093.3069568,5147.3788328
NW8 8JJ,5,138051.43422,27610.286845,28071.216617
NW8 8JL,8,211432.2453,26429.030663,29904.055391
NW8 8JP,35,317604.35213,9074.4100608,8340.2571711
NW8 8JQ,7,2887.2403561,412.46290801,331.35509397
NW8 8JR,21,278153.31355,13245.395883,11434.223541
NW8 8JT,14,217329.37685,15523.526918,7810.5835806
NW8 8JU,5,3448.0712166,689.61424332,416.41938675
NW8 8LE,56,565286.84471,10094.407941,10454.500495
NW8 8LG,6,42936.69634,7156.1160567,7720.0791296
